mm,N,Def,Cont
"0,00781201805","3,869861126","0,0","0,1"
"0,01121201756","8,433056831","0,0","0,3"
"0,01451201814","12,188447","0,0","0,4"
"0,0178120178","12,74512386","0,0","0,5"
"0,02121201731","20,12768364","0,1","0,7"
"0,02441201803","22,70319557","0,1","0,8"
"0,0279120174","26,99933243","0,1","1,0"
"0,03111201812","28,5945797","0,1","1,0"
"0,03461201748","34,76689148","0,1","1,3"
"0,03771202108","38,64523315","0,1","1,4"
"0,04121201863","40,05605698","0,1","1,5"
"0,04441201753","43,53535461","0,1","1,6"
"0,04801201947","46,32883835","0,1","1,7"
"0,05101201685","50,18951035","0,1","1,8"
"0,0546120188","53,07651138","0,1","1,9"
"0,05771202057","57,40776825","0,1","2,1"
"0,06131201524","61,59844589","0,2","2,2"
"0,06441201702","64,46659851","0,2","2,3"
"0,06801201169","68,76051331","0,2","2,5"
"0,07111201347","71,39065552","0,2","2,6"
"0,07461201829","75,23551178","0,2","2,7"
"0,07791202159","78,12852478","0,2","2,8"
"0,08141201914","81,77899933","0,2","3,0"
"0,08461202168","85,20462036","0,2","3,1"
"0,08801201846","89,00605774","0,2","3,2"
"0,09131201449","91,90349579","0,2","3,3"
"0,09471201855","94,29202271","0,2","3,4"
"0,09791201381","98,82359314","0,2","3,6"
"0,1013120179","100,9090424","0,2","3,7"
"0,1047120147","103,5550919","0,3","3,8"
"0,108012018","108,0732727","0,3","3,9"
"0,111412022","109,3746185","0,3","4,0"
"0,114712018","115,7309647","0,3","4,2"
"0,1181120221","117,9716873","0,3","4,3"
"0,1214120181","120,5515594","0,3","4,4"
"0,1247120214","124,6451111","0,3","4,5"
"0,1281120255","126,8048325","0,3","4,6"
"0,1313120208","130,1053467","0,3","4,7"
"0,1347120175","134,224472","0,3","4,9"
"0,1380120281","135,261673","0,3","4,9"
"0,1413120241","138,7579651","0,3","5,0"
"0,1446120202","144,3285217","0,4","5,2"
"0,1479120162","146,6171722","0,4","5,3"
"0,1513120275","149,5814362","0,4","5,4"
"0,1545120228","154,0094452","0,4","5,6"
"0,1580120203","157,1751251","0,4","5,7"
"0,1611120148","158,8011627","0,4","5,8"
"0,1648120139","162,9036102","0,4","5,9"
"0,1678120222","164,37323","0,4","6,0"
"0,1714120205","168,0625305","0,4","6,1"
"0,174512015","171,568222","0,4","6,2"
"0,1780120125","172,3173981","0,4","6,2"
"0,1812120224","175,1952209","0,4","6,3"
"0,1847120199","179,4914703","0,5","6,5"
"0,1879120152","180,2552795","0,5","6,5"
"0,191312012","184,4239807","0,5","6,7"
"0,194612008","186,5922241","0,5","6,8"
"0,1980120193","190,1764832","0,5","6,9"
"0,2013120153","192,7652893","0,5","7,0"
"0,2047120121","194,1584015","0,5","7,0"
"0,2080120227","197,1312561","0,5","7,1"
"0,2114120195","201,3160706","0,5","7,3"
"0,2148120163","206,1041107","0,5","7,5"
"0,2182120276","207,8352814","0,5","7,5"
"0,2214120229","208,8843842","0,5","7,6"
"0,2248120197","212,7171173","0,6","7,7"
"0,2281120157","214,8578796","0,6","7,8"
"0,2315120125","219,4888153","0,6","8,0"
"0,234812023","220,4645996","0,6","8,0"
"0,2382120198","222,5011749","0,6","8,1"
"0,2415120159","225,8844147","0,6","8,2"
"0,2448120119","229,1665802","0,6","8,3"
"0,2481120225","230,9002838","0,6","8,4"
"0,251412033","234,4609528","0,6","8,5"
"0,2548120298","237,4444122","0,6","8,6"
"0,2580120251","239,2737427","0,6","8,7"
"0,2615120226","241,434082","0,6","8,7"
"0,2647120179","244,6958618","0,7","8,9"
"0,2681120147","247,4513092","0,7","9,0"
"0,2713120099","249,8551331","0,7","9,1"
"0,2748120366","252,8164978","0,7","9,2"
"0,2780120319","255,7056274","0,7","9,3"
"0,2815120003","258,8758545","0,7","9,4"
"0,2846120239","261,2583923","0,7","9,5"
"0,2882120222","263,9376831","0,7","9,6"
"0,2913120167","266,9882202","0,7","9,7"
"0,2948120143","269,4017639","0,7","9,8"
"0,2979120088","270,877533","0,7","9,8"
"0,3015120071","274,5863953","0,7","9,9"
"0,3046120307","276,6167297","0,7","10,0"
"0,308212029","278,0886841","0,8","10,1"
"0,3113119944","283,9155273","0,8","10,3"
"0,314812021","285,3818054","0,8","10,3"
"0,3180120163","287,5478516","0,8","10,4"
"0,3214120131","290,7687073","0,8","10,5"
"0,3248120099","292,8738403","0,8","10,6"
"0,328112035","294,9161377","0,8","10,7"
"0,3315120318","298,821228","0,8","10,8"
"0,3348120278","301,6722107","0,8","10,9"
"0,3381120238","303,6424255","0,8","11,0"
"0,3415120206","306,0119324","0,8","11,1"
"0,3448120166","308,8075867","0,8","11,2"
"0,3482120134","311,6790466","0,9","11,3"
