mm,N,Déformation,Contrainte
"0,1744038799","167,7804718","0,4","5,7"
"0,1775038889","170,7294617","0,4","5,8"
"0,1811038872","174,9477692","0,4","5,9"
"0,1842038817","177,8052368","0,4","6,0"
"0,1877038793","182,2363892","0,4","6,2"
"0,1909038891","184,1280365","0,4","6,3"
"0,1944038866","188,0780945","0,5","6,4"
"0,1975038811","190,6466827","0,5","6,5"
"0,2011038794","193,173584","0,5","6,6"
"0,2042038885","198,421463","0,5","6,7"
"0,2078039014","199,9508667","0,5","6,8"
"0,2109038813","202,8988953","0,5","6,9"
"0,2144038934","205,4037323","0,5","7,0"
"0,2176038887","207,4876862","0,5","7,0"
"0,2211038862","210,9701996","0,5","7,2"
"0,224303896","213,2385712","0,5","7,2"
"0,2278038936","217,8138275","0,5","7,4"
"0,2310038888","219,5463867","0,5","7,5"
"0,2344038856","222,5900116","0,6","7,6"
"0,2377038962","224,6247864","0,6","7,6"
"0,241103893","227,351593","0,6","7,7"
"0,244403889","231,9810181","0,6","7,9"
"0,2478038858","233,7047882","0,6","7,9"
"0,2511038818","236,9365234","0,6","8,0"
"0,2545038786","239,5452728","0,6","8,1"
"0,2578039037","242,1982269","0,6","8,2"
"0,2612038714","244,851944","0,6","8,3"
"0,2644038958","247,1601105","0,6","8,4"
"0,2678038926","250,605484","0,6","8,5"
"0,2711038886","252,8954468","0,6","8,6"
"0,2745038854","255,8304749","0,6","8,7"
"0,2777039097","257,5965881","0,7","8,7"
"0,2810038767","262,0330505","0,7","8,9"
"0,2844038734","265,7070313","0,7","9,0"
"0,2877038986","268,003479","0,7","9,1"
"0,2911038954","269,7026062","0,7","9,2"
"0,2943038906","272,578064","0,7","9,3"
"0,2978038882","276,8674011","0,7","9,4"
"0,3009038827","276,8375854","0,7","9,4"
"0,304503881","280,8876038","0,7","9,5"
"0,3075039038","283,7468262","0,7","9,6"
"0,3111039021","286,8955383","0,7","9,7"
"0,3142038675","289,9836426","0,7","9,8"
"0,3178038658","294,1521301","0,7","10,0"
"0,3209038894","296,5651855","0,8","10,1"
"0,3245038877","299,0304871","0,8","10,2"
"0,3276038822","302,7683716","0,8","10,3"
"0,3310039081","305,4408569","0,8","10,4"
"0,3343038751","310,1861877","0,8","10,5"
"0,3377038718","310,4825745","0,8","10,5"
"0,341003897","313,513916","0,8","10,6"
"0,3444038938","316,4920349","0,8","10,7"
"0,3477038898","320,3705139","0,8","10,9"
"0,3511038866","323,469635","0,8","11,0"
"0,3544039117","325,3895874","0,8","11,0"
"0,3578039085","330,1003723","0,8","11,2"
"0,3611038754","332,8346252","0,8","11,3"
"0,3645038722","335,7268372","0,9","11,4"
"0,3678038973","339,377594","0,9","11,5"
"0,3712038941","341,2464905","0,9","11,6"
"0,3745038901","344,8420105","0,9","11,7"
"0,3778038861","346,9728699","0,9","11,8"
"0,3812038829","349,8672485","0,9","11,9"
"0,384503879","354,5875244","0,9","12,0"
"0,3878039041","356,158783","0,9","12,1"
"0,3912039009","358,8257446","0,9","12,2"
"0,3945038678","361,8681946","0,9","12,3"
"0,3978038929","365,500061","0,9","12,4"
"0,4011038598","367,6343994","0,9","12,5"
"0,4043038842","370,6015015","1,0","12,6"
"0,4077039101","374,8306274","1,0","12,7"
"0,411003877","377,0626526","1,0","12,8"
"0,4144038738","379,6139221","1,0","12,9"
"0,4176038982","382,1272888","1,0","13,0"
"0,4211038957","386,0090637","1,0","13,1"
"0,4242038902","387,9719238","1,0","13,2"
"0,4278038885","391,3989868","1,0","13,3"
"0,4309039121","394,282074","1,0","13,4"
"0,4345039104","396,7406921","1,0","13,5"
"0,4375039042","398,7554932","1,0","13,5"
"0,4411039025","402,0857544","1,0","13,7"
"0,4442038679","404,4238586","1,0","13,7"
"0,4477038945","409,6881409","1,1","13,9"
"0,4509038898","411,183197","1,1","14,0"
"0,4544038873","412,9568176","1,1","14,0"
"0,4576038826","416,7914124","1,1","14,2"
"0,4610038794","419,8276367","1,1","14,3"
"0,4644038762","421,6100159","1,1","14,3"
"0,4677039013","425,4963379","1,1","14,4"
"0,4710038682","426,8598328","1,1","14,5"
"0,474403865","431,2543335","1,1","14,6"
"0,4778038618","433,8354797","1,1","14,7"
"0,4812038877","438,2701416","1,1","14,9"
"0,484403912","438,8334656","1,1","14,9"
"0,4879038805","442,5513306","1,1","15,0"
"0,4911038758","445,5292969","1,2","15,1"
"0,4945038725","448,6226196","1,2","15,2"
"0,4977038969","451,9490356","1,2","15,3"
"0,5011038937","453,2084351","1,2","15,4"
"0,5044038606","456,6749268","1,2","15,5"
"0,5078038865","458,7802734","1,2","15,6"
"0,5111039116","461,7558594","1,2","15,7"
"0,5143038778","464,3881836","1,2","15,8"
"0,5178038462","467,8774109","1,2","15,9"
"0,5210038706","470,6242371","1,2","16,0"
"0,5244038965","472,3898621","1,2","16,0"
"0,5276038626","475,3315125","1,2","16,1"
"0,5311038893","479,8207092","1,2","16,3"
"0,5342039129","482,4516602","1,3","16,4"
"0,5378038821","486,0186768","1,3","16,5"
"0,5409039057","486,8150024","1,3","16,5"
"0,5445038749","491,2906799","1,3","16,7"
"0,5475038978","492,4408569","1,3","16,7"
"0,5511039252","495,2723083","1,3","16,8"
"0,5543038913","498,5314636","1,3","16,9"
"0,5578038598","502,0218811","1,3","17,0"
"0,5609038834","504,1890259","1,3","17,1"
"0,5645038526","506,9703369","1,3","17,2"
"0,5676039344","508,6151428","1,3","17,3"
"0,5712039036","512,8078613","1,3","17,4"
"0,574303869","516,1968994","1,4","17,5"
"0,5778038956","519,1004028","1,4","17,6"
"0,5810038618","519,5469971","1,4","17,6"
"0,5844038877","524,3774414","1,4","17,8"
"0,5877039128","527,3305054","1,4","17,9"
"0,5911038805","529,3162842","1,4","18,0"
"0,5945039064","533,2415771","1,4","18,1"
"0,5978039315","535,506897","1,4","18,2"
"0,6012038992","537,0748901","1,4","18,2"
"0,6045038661","539,704834","1,4","18,3"
"0,6078038912","543,2244263","1,4","18,4"
"0,6112038589","546,8834839","1,4","18,6"
"0,6144038833","549,2739258","1,4","18,7"
"0,6178039092","550,8017578","1,5","18,7"
"0,6210038753","554,0811768","1,5","18,8"
"0,6244039012","557,0108643","1,5","18,9"
"0,6277038682","559,9621582","1,5","19,0"
"0,6310038933","562,4849854","1,5","19,1"
"0,6344039192","564,8234253","1,5","19,2"
"0,6376038853","567,3361206","1,5","19,3"
"0,641103912","571,1176758","1,5","19,4"
"0,6442038774","572,5632324","1,5","19,4"
"0,6478038466","576,4640503","1,5","19,6"
"0,6509039284","577,960144","1,5","19,6"
"0,6545038976","581,9057617","1,5","19,8"
"0,6575038622","583,637207","1,5","19,8"
"0,6611038896","586,930481","1,6","19,9"
"0,6642039133","588,0826416","1,6","20,0"
"0,6677038817","591,3397217","1,6","20,1"
"0,6709039061","594,7974854","1,6","20,2"
"0,6744038745","596,9432983","1,6","20,3"
"0,6776038407","600,4152832","1,6","20,4"
"0,6810038666","602,8922119","1,6","20,5"
"0,6843038917","605,6906128","1,6","20,6"
"0,6877038594","607,5091553","1,6","20,6"
"0,6910038845","609,7810059","1,6","20,7"
"0,6944039104","611,7744141","1,6","20,8"
"0,6977039355","615,2470703","1,6","20,9"
"0,7011039032","617,2481689","1,6","21,0"
"0,7044038701","619,7453613","1,7","21,0"
"0,7078038378","622,2011108","1,7","21,1"
"0,7111038629","624,1224976","1,7","21,2"
"0,7145038888","627,6418457","1,7","21,3"
"0,7177039132","629,5733032","1,7","21,4"
"0,7211038809","632,7258911","1,7","21,5"
"0,724403906","634,8519897","1,7","21,6"
"0,7278039319","636,3913574","1,7","21,6"
"0,7311038988","638,8696289","1,7","21,7"
"0,7344038657","642,5842896","1,7","21,8"
"0,7378038916","646,2387695","1,7","21,9"
"0,7411039167","646,0231323","1,7","21,9"
"0,7444038836","649,4611816","1,8","22,1"
"0,747603908","651,2821655","1,8","22,1"
"0,7510038757","652,9542236","1,8","22,2"
"0,7543039008","655,9856567","1,8","22,3"
"0,7577038685","658,5307617","1,8","22,4"
"0,7609038929","660,49646","1,8","22,4"
"0,7644039195","662,1600342","1,8","22,5"
"0,7675038849","664,9788208","1,8","22,6"
"0,7711038541","666,6003418","1,8","22,6"
"0,774103877","669,6144409","1,8","22,7"
"0,7778039051","673,2459717","1,8","22,9"
"0,7808038698","674,2225952","1,8","22,9"
"0,784503898","676,8283081","1,8","23,0"
"0,7875039208","675,9385986","1,9","23,0"
"0,7911038318","680,9710083","1,9","23,1"
"0,7942039136","683,6522827","1,9","23,2"
"0,797703882","685,0018311","1,9","23,3"
"0,8010039072","689,6768799","1,9","23,4"
"0,8043039323","689,8284912","1,9","23,4"
"0,8077039","693,2889404","1,9","23,5"
"0,8110038669","695,2905273","1,9","23,6"
"0,8144038928","696,706543","1,9","23,7"
"0,8177038597","700,4083862","1,9","23,8"
"0,8210038848","702,2025146","1,9","23,8"
"0,8244039107","703,8356934","1,9","23,9"
"0,8277039359","705,5834351","1,9","24,0"
"0,8311039035","706,9732056","2,0","24,0"
"0,8344038705","709,1260376","2,0","24,1"
"0,8378038381","712,0307007","2,0","24,2"
"0,8410039207","714,2872925","2,0","24,3"
"0,8444038884","716,506958","2,0","24,3"
"0,8477039135","718,3280029","2,0","24,4"
"0,8510038804","720,8115234","2,0","24,5"
"0,8543039056","722,8601685","2,0","24,5"
"0,8576038725","723,5043335","2,0","24,6"
"0,8610038984","726,6682739","2,0","24,7"
"0,8642038645","728,8673706","2,0","24,7"
"0,8677038912","731,0021973","2,0","24,8"
"0,8708039148","732,8867798","2,0","24,9"
"0,8744039422","735,1486816","2,1","25,0"
"0,8775039076","737,6748657","2,1","25,0"
"0,8811038768","738,3271484","2,1","25,1"
"0,8841038997","742,3479004","2,1","25,2"
"0,8877039271","743,2486572","2,1","25,2"
"0,8908038925","745,9605713","2,1","25,3"
"0,8944039199","746,7514038","2,1","25,4"
"0,8975038853","750,0091553","2,1","25,5"
"0,9010039119","752,5890503","2,1","25,6"
"0,9042039363","755,2421875","2,1","25,6"
"0,9077039047","757,3900146","2,1","25,7"
"0,9109038709","759,4906006","2,1","25,8"
"0,9143038386","760,9702148","2,2","25,8"
"0,9176038637","761,8815918","2,2","25,9"
"0,9211038904","765,1934814","2,2","26,0"
"0,9243039147","766,9238892","2,2","26,0"
"0,9277038824","769,244751","2,2","26,1"
"0,9310039075","771,7070313","2,2","26,2"
"0,9344039334","773,1055298","2,2","26,3"
"0,9378039011","775,2207031","2,2","26,3"
"0,941103868","775,5084229","2,2","26,3"
"0,9444038931","778,8864746","2,2","26,4"
"0,9478038608","781,2293701","2,2","26,5"
"0,951103886","783,5300293","2,2","26,6"
"0,9544039111","785,8928223","2,2","26,7"
"0,9577039362","787,3759155","2,3","26,7"
"0,9611039039","789,3378906","2,3","26,8"
"0,9643038701","790,4143677","2,3","26,8"
"0,9677038959","793,6116943","2,3","26,9"
"0,9710039211","795,3325806","2,3","27,0"
"0,974303888","797,3661499","2,3","27,1"
"0,9776038549","799,3806152","2,3","27,1"
"0,98090388","800,9850464","2,3","27,2"
"0,9843039059","803,7705078","2,3","27,3"
"0,9875039303","804,5686035","2,3","27,3"
"0,9910038987","806,3004761","2,3","27,4"
"0,9941039223","807,6220093","2,3","27,4"
"0,9978038341","811,3309937","2,3","27,5"
"1,000803857","812,7076416","2,4","27,6"
"1,004403884","816,7740479","2,4","27,7"
"1,007403907","816,9676514","2,4","27,7"
"1,011003818","819,7485352","2,4","27,8"
"1,014203959","821,6871338","2,4","27,9"
"1,017703869","823,3696899","2,4","28,0"
"1,020903894","824,8148193","2,4","28,0"
"1,024303919","827,156189","2,4","28,1"
"1,027603828","828,2212524","2,4","28,1"
"1,031003854","831,1811523","2,4","28,2"
"1,034303879","833,0487671","2,4","28,3"
"1,037603904","834,0880737","2,4","28,3"
"1,041003814","837,4303589","2,4","28,4"
"1,044303955","838,256897","2,5","28,5"
"1,047603864","839,678833","2,5","28,5"
"1,051103891","843,7804565","2,5","28,7"
"1,054303915","844,4729614","2,5","28,7"
"1,057803942","847,0986938","2,5","28,8"
"1,061003966","847,5264893","2,5","28,8"
"1,064503876","849,7092285","2,5","28,9"
"1,067703901","852,1202393","2,5","28,9"
"1,071003926","854,3563843","2,5","29,0"
"1,074303835","855,1021729","2,5","29,0"
"1,07770386","859,7615967","2,5","29,2"
"1,081003886","859,6027832","2,5","29,2"
"1,084303911","861,5551147","2,6","29,3"
"1,08770382","863,696167","2,6","29,3"
"1,090903845","866,9341431","2,6","29,4"
"1,094403871","867,7531738","2,6","29,5"
"1,097503895","870,286499","2,6","29,6"
"1,101003921","871,7445679","2,6","29,6"
"1,104203829","873,5610352","2,6","29,7"
"1,107703972","875,5909424","2,6","29,7"
"1,11080388","875,8790283","2,6","29,7"
"1,114403907","879,8170166","2,6","29,9"
"1,117503931","881,3712158","2,6","29,9"
"1,121003841","884,1036377","2,6","30,0"
"1,124203982","885,4434204","2,6","30,1"
"1,127803893","887,250061","2,7","30,1"
"1,130803799","888,5721436","2,7","30,2"
"1,134403827","890,319458","2,7","30,2"
"1,13750385","892,152771","2,7","30,3"
"1,141003877","893,6359863","2,7","30,3"
"1,144203901","895,3972168","2,7","30,4"
"1,147703928","897,428894","2,7","30,5"
"1,150903836","899,2788696","2,7","30,5"
"1,154403979","901,6868896","2,7","30,6"
"1,157603887","904,2285156","2,7","30,7"
"1,161003796","905,4379272","2,7","30,7"
"1,164303938","907,9385986","2,7","30,8"
"1,167703847","908,9655762","2,7","30,9"
"1,171003872","911,3085327","2,8","30,9"
"1,174403898","912,1182861","2,8","31,0"
"1,177703923","914,5004883","2,8","31,1"
"1,181103833","915,7775879","2,8","31,1"
"1,184303857","919,2664185","2,8","31,2"
"1,187803884","920,6773682","2,8","31,3"
"1,191003908","922,116272","2,8","31,3"
"1,194403934","923,927063","2,8","31,4"
"1,197703843","925,0966797","2,8","31,4"
"1,201103985","926,6394653","2,8","31,5"
"1,204303893","927,5845337","2,8","31,5"
"1,207603802","928,2437744","2,8","31,5"
"1,211003944","931,5508423","2,8","31,6"
"1,214203852","933,5762329","2,9","31,7"
"1,217703879","935,4508667","2,9","31,8"
"1,220803902","938,3568115","2,9","31,9"
"1,22440393","939,3812256","2,9","31,9"
"1,227503953","940,6137085","2,9","31,9"
"1,231103864","942,5419312","2,9","32,0"
"1,234103887","943,5217896","2,9","32,0"
"1,237703915","945,6073608","2,9","32,1"
"1,240803822","946,144104","2,9","32,1"
"1,244403849","948,7752075","2,9","32,2"
"1,247503873","950,9630127","2,9","32,3"
"1,2511039","953,2341309","2,9","32,4"
"1,254203924","954,5587158","3,0","32,4"
"1,25760395","955,4842529","3,0","32,4"
"1,260903858","958,5169678","3,0","32,5"
"1,264403885","959,7250977","3,0","32,6"
"1,267603909","961,4512329","3,0","32,6"
"1,271003819","963,1730957","3,0","32,7"
"1,27430396","964,2058716","3,0","32,7"
"1,27770387","965,1952515","3,0","32,8"
"1,281003895","968,5031128","3,0","32,9"
"1,284403921","970,3955688","3,0","33,0"
"1,287703946","971,7442627","3,0","33,0"
"1,291103856","972,8835449","3,0","33,0"
"1,294403881","974,0125122","3,0","33,1"
"1,297803907","976,6615601","3,1","33,2"
"1,301103815","977,3862915","3,1","33,2"
"1,304503958","980,8448486","3,1","33,3"
"1,307803866","982,3591919","3,1","33,4"
"1,311103891","981,6429443","3,1","33,3"
"1,314403917","983,9138184","3,1","33,4"
"1,317703825","986,175415","3,1","33,5"
"1,321103851","987,789917","3,1","33,5"
"1,324403876","987,8963013","3,1","33,5"
"1,327703901","990,1228638","3,1","33,6"
"1,331003927","992,2164307","3,1","33,7"
"1,334303835","993,9029541","3,1","33,7"
"1,337603977","994,6585083","3,1","33,8"
"1,341003886","997,5779419","3,2","33,9"
"1,344203794","998,5430908","3,2","33,9"
"1,347703821","1000,903992","3,2","34,0"
"1,350803844","1000,919373","3,2","34,0"
"1,354403872","1004,015747","3,2","34,1"
"1,357503895","1004,385376","3,2","34,1"
"1,361103923","1005,669617","3,2","34,1"
"1,364103946","1009,06781","3,2","34,3"
"1,367803857","1009,762573","3,2","34,3"
"1,37080388","1012,185486","3,2","34,4"
"1,374303791","1013,707581","3,2","34,4"
"1,377503931","1015,590576","3,2","34,5"
"1,381003842","1015,125305","3,2","34,5"
"1,384303983","1017,500427","3,3","34,6"
"1,387603892","1019,602539","3,3","34,6"
"1,391003918","1021,509338","3,3","34,7"
"1,394303943","1023,157349","3,3","34,7"
"1,397603852","1023,83667","3,3","34,8"
"1,401003877","1026,434937","3,3","34,9"
"1,404303903","1026,575073","3,3","34,9"
"1,407803929","1029,026611","3,3","34,9"
"1,411003837","1029,672363","3,3","35,0"
"1,414503864","1031,419434","3,3","35,0"
"1,417703888","1033,424072","3,3","35,1"
"1,421103798","1035,641968","3,3","35,2"
"1,424303938","1034,984253","3,4","35,1"
"1,427703848","1037,84436","3,4","35,2"
"1,431003873","1039,274902","3,4","35,3"
"1,434303898","1041,038574","3,4","35,3"
"1,437703924","1041,384766","3,4","35,4"
"1,440903948","1043,033325","3,4","35,4"
"1,444403859","1044,656372","3,4","35,5"
"1,447503999","1044,915527","3,4","35,5"
"1,451003909","1047,187012","3,4","35,6"
"1,454203817","1048,761108","3,4","35,6"
"1,457703844","1049,972168","3,4","35,7"
"1,460803867","1052,012817","3,4","35,7"
"1,464403895","1052,908569","3,4","35,8"
"1,467503918","1054,334961","3,5","35,8"
"1,471003945","1054,353149","3,5","35,8"
"1,474203853","1058,158325","3,5","35,9"
"1,47780388","1058,906616","3,5","36,0"
"1,480903904","1059,093262","3,5","36,0"
"1,484403814","1061,747559","3,5","36,1"
"1,487603955","1063,275757","3,5","36,1"
"1,491103865","1063,663818","3,5","36,1"
"1,494303889","1067,687744","3,5","36,3"
"1,497703915","1067,079224","3,5","36,2"
"1,501003824","1067,958252","3,5","36,3"
"1,50440385","1070,632568","3,5","36,4"
"1,507703875","1070,570801","3,5","36,4"
"1,511103901","1072,47644","3,6","36,4"
"1,51440381","1074,312256","3,6","36,5"
"1,517703951","1075,265259","3,6","36,5"
"1,521103861","1076,780762","3,6","36,6"
"1,524403886","1077,434326","3,6","36,6"
"1,527803912","1078,037109","3,6","36,6"
"1,53110382","1080,531738","3,6","36,7"
"1,534303961","1081,798462","3,6","36,7"
"1,537703871","1081,997314","3,6","36,7"
"1,541003896","1084,310303","3,6","36,8"
"1,544403922","1085,889282","3,6","36,9"
"1,54760383","1086,431396","3,6","36,9"
"1,550903971","1087,982422","3,6","36,9"
"1,554303881","1089,42981","3,7","37,0"
"1,557503789","1088,618774","3,7","37,0"
"1,561003932","1091,241211","3,7","37,1"
"1,56420384","1092,069702","3,7","37,1"
"1,567703866","1093,586304","3,7","37,1"
"1,57080389","1093,881958","3,7","37,1"
"1,574503918","1096,155762","3,7","37,2"
"1,577503941","1097,647705","3,7","37,3"
"1,581103968","1097,554443","3,7","37,3"
"1,584103875","1097,794067","3,7","37,3"
"1,587703786","1100,435791","3,7","37,4"
"1,590803926","1099,978638","3,7","37,4"
"1,594303836","1101,549805","3,8","37,4"
"1,597503977","1102,265381","3,8","37,4"
"1,601003887","1105,370483","3,8","37,5"
"1,604203795","1106,016724","3,8","37,6"
"1,607603937","1107,343872","3,8","37,6"
"1,610903846","1108,747559","3,8","37,6"
"1,614303872","1108,516235","3,8","37,6"
"1,617603897","1107,60498","3,8","37,6"
"1,621003923","1111,637817","3,8","37,7"
"1,624303832","1112,279297","3,8","37,8"
"1,627703974","1113,752075","3,8","37,8"
"1,631003883","1115,160034","3,8","37,9"
"1,634403792","1117,251953","3,8","37,9"
"1,637703934","1117,279541","3,9","37,9"
"1,641103843","1116,256348","3,9","37,9"
"1,644403868","1119,697388","3,9","38,0"
"1,647803894","1120,717896","3,9","38,1"
"1,651003802","1121,858643","3,9","38,1"
"1,654403944","1122,918213","3,9","38,1"
"1,657703853","1123,715942","3,9","38,2"
"1,661003878","1123,257568","3,9","38,1"
"1,664403904","1125,46936","3,9","38,2"
"1,667703929","1125,214355","3,9","38,2"
"1,671003838","1125,994019","3,9","38,2"
"1,674203862","1127,694702","3,9","38,3"
"1,677703889","1128,48877","3,9","38,3"
"1,680903913","1129,385498","4,0","38,3"
"1,68440394","1132,017822","4,0","38,4"
"1,687503847","1131,669556","4,0","38,4"
"1,69100399","1132,879028","4,0","38,5"
"1,694103897","1134,523804","4,0","38,5"
"1,697703808","1133,338867","4,0","38,5"
"1,700803948","1134,21875","4,0","38,5"
"1,704403859","1136,449829","4,0","38,6"
"1,707503883","1135,393555","4,0","38,6"
"1,71110391","1138,375366","4,0","38,7"
"1,714203818","1138,572876","4,0","38,7"
"1,717703844","1139,698853","4,0","38,7"
"1,720803868","1141,043823","4,0","38,7"
"1,724303895","1142,06958","4,1","38,8"
"1,72760392","1141,669312","4,1","38,8"
"1,731003946","1143,101074","4,1","38,8"
"1,734303854","1143,491577","4,1","38,8"
"1,737603879","1142,613159","4,1","38,8"
"1,741003905","1144,034546","4,1","38,8"
"1,744303814","1144,989502","4,1","38,9"
"1,747703956","1146,096558","4,1","38,9"
"1,751003865","1149,456177","4,1","39,0"
"1,754403891","1148,203247","4,1","39,0"
"1,757803917","1150,053833","4,1","39,1"
"1,761003825","1149,328247","4,1","39,0"
"1,764403851","1150,349976","4,2","39,1"
"1,767603875","1152,301758","4,2","39,1"
"1,771103902","1151,719482","4,2","39,1"
"1,774303926","1153,14209","4,2","39,2"
"1,777703952","1153,7677","4,2","39,2"
"1,781003861","1155,900635","4,2","39,2"
"1,784203885","1156,135376","4,2","39,3"
"1,787603911","1158,201782","4,2","39,3"
"1,790803935","1158,033569","4,2","39,3"
"1,794303962","1158,715332","4,2","39,3"
"1,79750387","1158,245361","4,2","39,3"
"1,80100378","1158,949341","4,2","39,4"
"1,80410392","1158,892822","4,2","39,4"
"1,807703831","1159,879883","4,3","39,4"
"1,810703854","1160,083252","4,3","39,4"
"1,814303881","1162,848755","4,3","39,5"
"1,817403905","1162,672485","4,3","39,5"
"1,821003932","1163,937012","4,3","39,5"
"1,82410384","1162,22229","4,3","39,5"
"1,827703867","1164,650391","4,3","39,5"
"1,830803891","1163,682373","4,3","39,5"
"1,834303917","1165,220703","4,3","39,6"
"1,837503942","1166,368774","4,3","39,6"
"1,841003968","1166,775146","4,3","39,6"
"1,844203876","1168,032104","4,3","39,7"
"1,847703786","1168,475586","4,3","39,7"
"1,850903927","1167,692505","4,4","39,7"
"1,854403837","1169,923706","4,4","39,7"
"1,857603978","1169,942871","4,4","39,7"
"1,861003888","1171,344849","4,4","39,8"
"1,864303796","1170,265869","4,4","39,7"
"1,867703939","1171,262573","4,4","39,8"
"1,871003847","1171,409424","4,4","39,8"
"1,874403873","1171,382446","4,4","39,8"
"1,877703898","1173,056885","4,4","39,8"
"1,881103924","1173,365601","4,4","39,8"
"1,884403833","1173,598145","4,4","39,9"
"1,887703858","1174,825806","4,4","39,9"
"1,891003883","1175,649536","4,4","39,9"
"1,894403793","1176,522827","4,5","39,9"
"1,897703934","1176,62915","4,5","40,0"
"1,901103844","1176,147095","4,5","39,9"
"1,904303985","1177,391479","4,5","40,0"
"1,907603893","1176,881226","4,5","40,0"
"1,910903802","1175,333984","4,5","39,9"
"1,914203944","1177,382202","4,5","40,0"
"1,917603853","1178,398193","4,5","40,0"
"1,920803877","1178,478516","4,5","40,0"
"1,924403905","1178,605957","4,5","40,0"
"1,927403928","1178,406616","4,5","40,0"
"1,931003839","1179,561279","4,5","40,1"
"1,934103862","1178,572021","4,6","40,0"
"1,93770389","1180,359619","4,6","40,1"
"1,940803913","1180,379761","4,6","40,1"
"1,944403941","1181,184937","4,6","40,1"
"1,947403963","1180,812012","4,6","40,1"
"1,951003874","1181,147461","4,6","40,1"
"1,954203899","1183,003052","4,6","40,2"
"1,957603808","1181,360229","4,6","40,1"
"1,96090395","1182,698975","4,6","40,2"
"1,964203859","1182,63916","4,6","40,2"
"1,967604001","1182,452393","4,6","40,2"
"1,97090391","1184,613037","4,6","40,2"
"1,974203818","1183,380859","4,6","40,2"
"1,977703729","1185,537842","4,7","40,3"
"1,980903986","1184,527466","4,7","40,2"
"1,984403896","1184,896851","4,7","40,2"
"1,98760392","1185,889038","4,7","40,3"
"1,991103831","1185,744873","4,7","40,3"
"1,994403972","1184,883301","4,7","40,2"
"1,997703881","1186,596924","4,7","40,3"
"2,00100379","1184,981445","4,7","40,2"
"2,004403815","1187,103027","4,7","40,3"
"2,007703957","1186,215698","4,7","40,3"
"2,011003866","1186,556763","4,7","40,3"
"2,014304007","1186,226074","4,7","40,3"
"2,017603916","1186,790771","4,7","40,3"
"2,021003942","1187,102905","4,8","40,3"
"2,024203733","1187,942749","4,8","40,3"
"2,027703876","1188,562378","4,8","40,4"
"2,030804016","1186,46106","4,8","40,3"
"2,034403811","1191,103394","4,8","40,4"
"2,037503951","1188,755737","4,8","40,4"
"2,041003861","1189,838257","4,8","40,4"
"2,044103768","1188,714111","4,8","40,4"
"2,047704029","1188,967407","4,8","40,4"
"2,050803936","1189,639893","4,8","40,4"
"2,054403731","1189,041016","4,8","40,4"
"2,057503871","1188,752197","4,8","40,4"
"2,061103898","1188,384766","4,8","40,4"
"2,064103921","1190,280273","4,9","40,4"
"2,067703948","1190,161377","4,9","40,4"
"2,070803855","1190,09021","4,9","40,4"
"2,074303998","1189,83252","4,9","40,4"
"2,077504023","1190,763672","4,9","40,4"
"2,081003933","1190,647095","4,9","40,4"
"2,084303842","1191,792114","4,9","40,5"
"2,08760375","1191,926025","4,9","40,5"
"2,091004009","1193,848999","4,9","40,5"
