mm,N,Déformation,Contrainte
"2,093357147","1232,27356","5,1","45,6"
"2,096757173","1230,061279","5,1","45,6"
"2,100057314","1232,569092","5,1","45,7"
"2,103457108","1231,21167","5,1","45,6"
"2,106757016","1231,216797","5,1","45,6"
"2,110157042","1230,741333","5,1","45,6"
"2,113457184","1231,246582","5,1","45,6"
"2,116757092","1230,519409","5,1","45,6"
"2,120057234","1232,720459","5,1","45,7"
"2,123457027","1230,900391","5,1","45,6"
"2,126756936","1231,538208","5,1","45,6"
"2,13005731","1229,165161","5,1","45,5"
"2,133457103","1228,913208","5,2","45,5"
"2,136757012","1228,910767","5,2","45,5"
"2,140057153","1229,026001","5,2","45,5"
"2,143357295","1229,450317","5,2","45,5"
"2,146757321","1229,609863","5,2","45,5"
"2,149957112","1229,073242","5,2","45,5"
"2,153457023","1228,420776","5,2","45,5"
"2,156557163","1228,467041","5,2","45,5"
"2,160057306","1228,231323","5,2","45,5"
"2,163157213","1228,139526","5,2","45,5"
"2,16675724","1229,239746","5,2","45,5"
"2,169957032","1227,439209","5,2","45,5"
"2,173456942","1226,287476","5,2","45,4"
"2,176557315","1227,108276","5,3","45,4"
"2,180157109","1227,066895","5,3","45,4"
"2,183257249","1227,70166","5,3","45,5"
"2,18675716","1226,337158","5,3","45,4"
"2,189956951","1224,377808","5,3","45,3"
"2,193457327","1226,950928","5,3","45,4"
"2,196657119","1225,943604","5,3","45,4"
"2,200157029","1225,11792","5,3","45,4"
"2,203357053","1225,541748","5,3","45,4"
"2,206757312","1226,046265","5,3","45,4"
"2,210057221","1224,927002","5,3","45,4"
"2,213457247","1224,70459","5,3","45,4"
"2,216757155","1224,822021","5,4","45,4"
"2,220057064","1224,855225","5,4","45,4"
"2,223457323","1224,326416","5,4","45,3"
"2,226857116","1225,105713","5,4","45,4"
"2,23005714","1224,218384","5,4","45,3"
"2,233457166","1223,608398","5,4","45,3"
"2,236757075","1223,664795","5,4","45,3"
"2,240157333","1223,083862","5,4","45,3"
"2,243457242","1222,451538","5,4","45,3"
"2,246857035","1223,299561","5,4","45,3"
"2,25005706","1221,785034","5,4","45,3"
"2,253356968","1222,62915","5,4","45,3"
"2,256757227","1222,272095","5,5","45,3"
"2,259957251","1221,903076","5,5","45,3"
"2,263457162","1222,080811","5,5","45,3"
"2,266557069","1221,579346","5,5","45,2"
"2,270157329","1221,401733","5,5","45,2"
"2,273257236","1220,625977","5,5","45,2"
"2,276757147","1221,46228","5,5","45,2"
"2,279857054","1219,369629","5,5","45,2"
"2,283457081","1220,615234","5,5","45,2"
"2,286457104","1222,021729","5,5","45,3"
"2,290057131","1219,348389","5,5","45,2"
"2,293157271","1220,130127","5,5","45,2"
"2,296757066","1219,211182","5,5","45,2"
"2,299856973","1219,785767","5,6","45,2"
"2,303357349","1220,94104","5,6","45,2"
"2,306657258","1219,47229","5,6","45,2"
"2,310057051","1219,482178","5,6","45,2"
"2,313357192","1220,589233","5,6","45,2"
"2,316757218","1218,466553","5,6","45,1"
"2,320057127","1219,260742","5,6","45,2"
"2,323457153","1219,480713","5,6","45,2"
"2,326757062","1220,910522","5,6","45,2"
"2,330157087","1218,23999","5,6","45,1"
"2,333457229","1215,691406","5,6","45,0"
"2,336857255","1217,369385","5,6","45,1"
"2,340157164","1217,478394","5,7","45,1"
"2,34355719","1218,51001","5,7","45,1"
"2,346857098","1218,084595","5,7","45,1"
"2,35015724","1218,618042","5,7","45,1"
"2,353457148","1218,034668","5,7","45,1"
"2,356857174","1217,138062","5,7","45,1"
"2,360157083","1217,680054","5,7","45,1"
"2,363456992","1217,040649","5,7","45,1"
"2,366757133","1215,52356","5,7","45,0"
"2,370057275","1216,773804","5,7","45,1"
"2,373357184","1216,113647","5,7","45,0"
"2,376756977","1214,354858","5,7","45,0"
"2,380057351","1215,395996","5,7","45,0"
"2,38335726","1216,335693","5,8","45,0"
"2,386757053","1215,304321","5,8","45,0"
"2,389957077","1215,171997","5,8","45,0"
"2,393456987","1215,039795","5,8","45,0"
"2,396557127","1213,660034","5,8","45,0"
"2,400157155","1215,008667","5,8","45,0"
"2,403257295","1214,567383","5,8","45,0"
"2,406857089","1214,735962","5,8","45,0"
"2,409857112","1214,61853","5,8","45,0"
"2,41345714","1214,919067","5,8","45,0"
"2,41655728","1210,951172","5,8","44,9"
"2,42005719","1213,414185","5,8","44,9"
"2,423257214","1212,438843","5,9","44,9"
"2,426657007","1213,855225","5,9","45,0"
"2,429957149","1213,512329","5,9","44,9"
"2,433357175","1213,034546","5,9","44,9"
"2,436757201","1211,755371","5,9","44,9"
"2,440057109","1211,910522","5,9","44,9"
"2,443357018","1211,914063","5,9","44,9"
"2,446757277","1213,71875","5,9","45,0"
"2,450057186","1210,765625","5,9","44,8"
"2,453557096","1210,986572","5,9","44,9"
"2,45675712","1212,361206","5,9","44,9"
"2,460157146","1211,092041","5,9","44,9"
"2,46335717","1210,801636","6,0","44,8"
"2,466757196","1209,90979","6,0","44,8"
"2,470057105","1209,496948","6,0","44,8"
"2,473457131","1209,365112","6,0","44,8"
"2,476757272","1211,328003","6,0","44,9"
"2,480157065","1209,911377","6,0","44,8"
"2,483457207","1209,990356","6,0","44,8"
"2,486656999","1209,828369","6,0","44,8"
"2,490057024","1209,848633","6,0","44,8"
"2,493257282","1208,543579","6,0","44,8"
"2,496757192","1208,179199","6,0","44,7"
"2,499957216","1207,338257","6,0","44,7"
"2,503457126","1209,407227","6,0","44,8"
"2,506557034","1208,033691","6,1","44,7"
"2,510057177","1208,981934","6,1","44,8"
"2,513257201","1207,268433","6,1","44,7"
"2,516757111","1207,796265","6,1","44,7"
"2,519857019","1207,066895","6,1","44,7"
"2,523457279","1207,515747","6,1","44,7"
"2,526657303","1206,145264","6,1","44,7"
"2,530157213","1206,204346","6,1","44,7"
"2,533257121","1206,680786","6,1","44,7"
"2,536757031","1204,906128","6,1","44,6"
"2,539957288","1205,509644","6,1","44,6"
"2,543457198","1205,879028","6,1","44,7"
"2,546657223","1205,383301","6,2","44,6"
"2,550157133","1204,795288","6,2","44,6"
"2,553357157","1204,057983","6,2","44,6"
"2,556757183","1206,665405","6,2","44,7"
"2,560057092","1204,534546","6,2","44,6"
"2,563457118","1206,861816","6,2","44,7"
"2,566757026","1205,189819","6,2","44,6"
"2,570157285","1204,387573","6,2","44,6"
"2,573457194","1204,431885","6,2","44,6"
"2,57685722","1205,026733","6,2","44,6"
"2,580057011","1204,389526","6,2","44,6"
"2,583557387","1204,491333","6,2","44,6"
"2,586757179","1201,954834","6,2","44,5"
"2,590157205","1201,899902","6,3","44,5"
"2,593357229","1202,140381","6,3","44,5"
"2,596757022","1202,447144","6,3","44,5"
"2,600057164","1200,89917","6,3","44,5"
"2,603357305","1201,285156","6,3","44,5"
"2,606757098","1199,416382","6,3","44,4"
"2,609957123","1200,125","6,3","44,4"
"2,613457033","1200,293091","6,3","44,5"
"2,616557173","1201,193237","6,3","44,5"
"2,6201572","1200,395874","6,3","44,5"
"2,623157223","1198,278442","6,3","44,4"
"2,626757018","1199,831177","6,3","44,4"
"2,629857158","1199,100098","6,4","44,4"
"2,633457185","1198,953369","6,4","44,4"
"2,636557325","1197,942993","6,4","44,4"
"2,640057235","1197,786377","6,4","44,4"
"2,643257027","1197,854126","6,4","44,4"
"2,64675717","1197,467407","6,4","44,4"
"2,649957194","1198,307129","6,4","44,4"
"2,65335722","1196,470337","6,4","44,3"
"2,656657129","1196,206177","6,4","44,3"
"2,660057155","1196,082153","6,4","44,3"
"2,663357063","1195,6875","6,4","44,3"
"2,666757322","1196,908569","6,4","44,3"
"2,670057231","1194,945679","6,4","44,3"
"2,673457024","1195,691162","6,5","44,3"
"2,676757166","1195,22998","6,5","44,3"
"2,680157191","1193,931519","6,5","44,2"
"2,6834571","1193,114746","6,5","44,2"
"2,686857126","1193,926636","6,5","44,2"
"2,690157035","1192,924438","6,5","44,2"
"2,693557061","1191,894531","6,5","44,1"
"2,696757318","1192,259888","6,5","44,2"
"2,700257228","1191,443481","6,5","44,1"
"2,703457252","1189,850586","6,5","44,1"
"2,706857045","1192,213135","6,5","44,2"
"2,710156954","1189,336182","6,5","44,0"
"2,713457329","1187,811279","6,6","44,0"
"2,716757237","1187,087036","6,6","44,0"
"2,720057146","1186,071655","6,6","43,9"
"2,722157046","-148,4782562","6,6","-5,5"
