mm,N,Def,Cont
"0,01961196237","5,579992771","0,0","0,2"
"0,02301196234","9,222518921","0,1","0,3"
"0,026311962","12,04733372","0,1","0,4"
"0,02971196242","18,5474472","0,1","0,7"
"0,03301196118","23,67956924","0,1","0,9"
"0,03631196266","28,58661461","0,1","1,0"
"0,03961196232","30,92522812","0,1","1,1"
"0,04301196092","35,88796616","0,1","1,3"
"0,0463119624","40,65821075","0,1","1,5"
"0,04961196207","43,98189163","0,1","1,6"
"0,05301196249","47,94697571","0,1","1,7"
"0,05621196139","50,56106186","0,1","1,8"
"0,05961196181","56,18020248","0,1","2,0"
"0,06281196071","60,47734451","0,2","2,2"
"0,0663119619","64,25491333","0,2","2,3"
"0,06951196444","66,74268341","0,2","2,4"
"0,07301196198","72,59520721","0,2","2,6"
"0,07611196376","74,89504242","0,2","2,7"
"0,07971196571","79,58335876","0,2","2,9"
"0,08271195945","83,48917389","0,2","3,0"
"0,08631196503","87,13323975","0,2","3,2"
"0,08941196681","91,1339035","0,2","3,3"
"0,09301196512","94,79649353","0,2","3,4"
"0,09611195962","98,47310638","0,2","3,6"
"0,09971195793","103,350647","0,2","3,7"
"0,1028119597","107,1255035","0,2","3,9"
"0,1063119572","110,0623627","0,3","4,0"
"0,1095119598","110,7557297","0,3","4,0"
"0,1129119566","117,6866608","0,3","4,3"
"0,1163119679","121,163681","0,3","4,4"
"0,1196119639","128,3157043","0,3","4,6"
"0,1229119672","127,59832","0,3","4,6"
"0,126311964","132,337677","0,3","4,8"
"0,12961196","136,4832764","0,3","4,9"
"0,1330119641","139,4045715","0,3","5,1"
"0,1363119601","141,4126892","0,3","5,1"
"0,1397119569","145,6390228","0,3","5,3"
"0,1430119675","149,6608734","0,3","5,4"
"0,1464119643","152,1096802","0,4","5,5"
"0,1497119603","155,4445801","0,4","5,6"
"0,1530119709","157,992981","0,4","5,7"
"0,1562119661","162,1282959","0,4","5,9"
"0,1596119629","163,5817108","0,4","5,9"
"0,1630119597","167,1347046","0,4","6,1"
"0,1662119695","170,0737305","0,4","6,2"
"0,1697119671","172,2740784","0,4","6,2"
"0,1728119616","176,4029694","0,4","6,4"
"0,1763119591","183,4332428","0,4","6,6"
"0,1794119682","183,1976013","0,4","6,6"
"0,1830119665","186,6038208","0,4","6,8"
"0,186111961","188,6008911","0,4","6,8"
"0,1897119593","192,2398529","0,5","7,0"
"0,1928119538","195,353653","0,5","7,1"
"0,1964119521","196,4867249","0,5","7,1"
"0,1994119604","202,2326813","0,5","7,3"
"0,2029119579","205,7088165","0,5","7,5"
"0,2061119532","207,0844421","0,5","7,5"
"0,2096119507","210,5997009","0,5","7,6"
"0,2128119606","213,8564301","0,5","7,7"
"0,2163119727","215,4190216","0,5","7,8"
"0,2195119679","218,1638794","0,5","7,9"
"0,2230119655","223,0703278","0,5","8,1"
"0,2262119607","225,3872681","0,5","8,2"
"0,2297119583","228,287674","0,6","8,3"
"0,2329119681","232,317276","0,6","8,4"
"0,2364119656","234,5352478","0,6","8,5"
"0,2396119609","237,4131317","0,6","8,6"
"0,2431119585","240,2864685","0,6","8,7"
"0,2463119683","243,6064148","0,6","8,8"
"0,2497119651","247,3350677","0,6","9,0"
"0,2530119611","250,3138733","0,6","9,1"
"0,2564119579","254,008316","0,6","9,2"
"0,2597119539","255,9932709","0,6","9,3"
"0,2631119798","259,5629578","0,6","9,4"
"0,2664119758","261,7897644","0,6","9,5"
"0,2697119718","264,9829712","0,6","9,6"
"0,2730119678","267,6338196","0,7","9,7"
"0,2763119639","272,1032715","0,7","9,9"
"0,2796119599","273,7026062","0,7","9,9"
"0,2830119567","276,9614868","0,7","10,0"
"0,2863119527","280,2087402","0,7","10,2"
"0,2896119778","281,9738464","0,7","10,2"
"0,2929119448","286,4176941","0,7","10,4"
"0,2962119699","288,9156494","0,7","10,5"
"0,2997119383","292,4338379","0,7","10,6"
"0,3028119619","295,7594604","0,7","10,7"
"0,3064119602","299,9914246","0,7","10,9"
"0,309411954","301,6388245","0,7","10,9"
"0,313111953","304,0673828","0,8","11,0"
"0,3161119468","306,1899109","0,8","11,1"
"0,3197119451","313,1057129","0,8","11,3"
"0,3228119687","314,0291443","0,8","11,4"
"0,3263119371","318,1188965","0,8","11,5"
"0,3295119615","319,2337952","0,8","11,6"
"0,3330119591","321,6261902","0,8","11,7"
"0,3362119543","325,0498047","0,8","11,8"
"0,3396119511","328,1667786","0,8","11,9"
"0,3429119762","331,1058655","0,8","12,0"
"0,3462119723","334,388092","0,8","12,1"
"0,349611969","337,9169922","0,8","12,2"
"0,3530119658","339,6311951","0,8","12,3"
"0,3563119618","345,1184692","0,9","12,5"
