mm,N,Def 2,Cont
"3,271162419","1067,068237","8,6","36,2"
"3,2796626","1068,527344","8,6","36,3"
"3,288162316","1069,616821","8,6","36,3"
"3,296162609","1069,67981","8,6","36,3"
"3,304662325","1071,896729","8,7","36,4"
"3,312762503","1072,108887","8,7","36,4"
"3,321362336","1074,00769","8,7","36,5"
"3,329662515","1074,658447","8,7","36,5"
"3,337862345","1075,999268","8,7","36,5"
"3,346162524","1075,853882","8,8","36,5"
"3,354462238","1076,28833","8,8","36,6"
"3,36296242","1078,094727","8,8","36,6"
"3,371262599","1079,943359","8,8","36,7"
"3,379562313","1078,998291","8,8","36,7"
"3,387762376","1080,94458","8,9","36,7"
"3,39616244","1082,467896","8,9","36,8"
"3,404762505","1082,289673","8,9","36,8"
"3,41286245","1083,08313","8,9","36,8"
"3,421262514","1084,020996","9,0","36,8"
"3,429362459","1085,979248","9,0","36,9"
"3,437962525","1086,66333","9,0","36,9"
"3,446362356","1086,052368","9,0","36,9"
"3,454562419","1086,630615","9,0","36,9"
"3,462862365","1087,80188","9,1","36,9"
"3,471062428","1088,43042","9,1","37,0"
"3,47976261","1088,810303","9,1","37,0"
"3,48796244","1090,696533","9,1","37,0"
"3,496262387","1091,670166","9,2","37,1"
"3,504462449","1092,582886","9,2","37,1"
"3,51286228","1092,296631","9,2","37,1"
"3,521362462","1092,960815","9,2","37,1"
"3,529562524","1094,251343","9,2","37,2"
"3,537862471","1093,613037","9,3","37,1"
"3,5460623","1096,105225","9,3","37,2"
"3,554662366","1096,791382","9,3","37,3"
"3,562962545","1096,206543","9,3","37,2"
"3,571162375","1098,001099","9,3","37,3"
"3,579462555","1101,500732","9,4","37,4"
"3,587662384","1098,739868","9,4","37,3"
"3,596362567","1101,262939","9,4","37,4"
"3,604662281","1100,046387","9,4","37,4"
"3,612862576","1100,084106","9,5","37,4"
"3,62116229","1099,980591","9,5","37,4"
"3,62946247","1101,075928","9,5","37,4"
"3,638062535","1101,705688","9,5","37,4"
"3,64616248","1100,853149","9,5","37,4"
"3,654562312","1104,112671","9,6","37,5"
"3,662762374","1102,532593","9,6","37,5"
